marca,modelo,año,estado,kilometraje,motor,placa,cv,peso_kg,transmisión,precio_cop
Chevrolet,Equinox,2020,taller,58000,1.3,VHW912,400,1070,automatica,81000000
Ford,Ranger,2015,disponible,75000,1.O,ZHI734,170,2200,manual,78000000
Toyta,Land Cruiser,2016,vendido,72000,1.0,PCH435,153,2.100,automatica,60000000
Kia,Picanto,2019,taller,32000,1.0,DZX338,158,1250,automatica,45000000
Ford,Explorer,2019,vendido,70000,1.8,ZBT810,106,2100,manual,76000000 
Chevrolet,Tracker,2017,disponible,38000,1.3,SYY746,290,1250,automatica,78000000
Kia,Picanto,2021,vendido,22.000,1.8,CFE712,309,1195,automatica,64000000
Kia,Rio,2021,taller,15000,1.3,CVW410,193,1800,automatica,62000000
Hyundai,Palisade,2017,taller,28000,1.8,MWJ985,130,950,manual,52000000
Nissan,Versa,2021,disponible,15000,1.0,GDG801,106,1.250,automatica,37000000
Chevrolet,Silverado,2021,vendido,75 000,1.80,UXQ993,84,1500,manual,42000000
Honda,Odyssey,2017,disponible,75000,"1,5",537446,75,1795,automatica,71000000
Kia,Cerato,2016,vendio,70000,1.6,ZOY839,90,1450,manual,35000000
Ford,Explorer,2018,vendido,35000,1.0,NES881,290,1195,automatica,80000000
Toyota,Camry,2018,disponible,35000,1.0,EBK 891,203,2000,automatica,36000000
Chevrolet,Equinox,2017,talleer,12000,1.80,DCZ012,128,950,automatica,69 millones
Toyota,Camry,2018,vendido,8000 km,1.0,MBC148,152,1900,manual,83000000
Nissan,Kicks,2020,disponible,8000,1.5,WZL751,177,1070,automatica,66000000
Nissan,March,2018,taller,35000,1.5,RQF404,153,1570,manual,47000000
Volkswagen,Polo,2021,vendido,52000,1.8,867615,114,1280,automatica,66000000
Honda,CR-V,2020,taller,95000,1.6,NNZ877,ciento treinta,1600,automatica,82000000
HONDA,HR-V,2O18,taller,30000,1.5,VWF248,365,1570,automatica,29000000
Honda,CR-V,2018,vendido,20000,1.6,DPV089,158,2060,automatica,51000000
Nissan,Versa,2017,disponible,8000,2.0,DOO344,ciento cuarenta,1570,manual,62000000
Volkswagen,Touareg,2017,taller,100000,1.5,EJM583,120,1050,manual,43.000.000
CHEVROLET,Spark,2017.,vendido,32000,1.8,JDW403,125,2000,manual,79000000
Honda,Civic,2019,disponible,20000,1.8,SWP096,290,950,manual,
Hyundai,Accent,2016,disponible,78000,1.O,RZM785,185,1400,manual,81000000
Toyota,Land Cruiser,2017,vendido,18000,1.6,OIT226,152,1350,manuall,64000000
Volkswagen,Passat,2018,taller,32000,1.5,NLI907,90,950,AUTOMATICA,39000000
Toyota,Yaris,2020,disponible,75000,1.3,MRM330,365,1300,automatica,58000000
Volkswagen,Touareg,2021,vendido,42000,1.5,IHN777,231,1195,manual,87000000
Ford,Ranger,2022,vendido,15000,1.0,MPJ713,123,1795,manual,34000000
Toyota,Fortuner,2020,disponible,15000,1.0,ESR763,158,1050,automatica,32000000
Volkswagen,Touareg,2020,taller,38000,1.5,RIR714,177,1450,automatica,69000000
Volkswagen,Touareg,2019,taller,58000,2.0,SQG 942,128,1450,automatica,66000000
Hyundei,Tucson,2021,taller,18000,1.5,AXKTTW,125,2100,automatica,49000000
Ford,Ranger,2015,vendido,5000,1.6,MER053,110,1070,automatik,63000000
Honda,HR-V,2021,vendido,65000,1.8,EKP242,130,1195,manual,52000000
Nissan,X-Trail,2016,disponible,50000,1.5,APJ274,231,1570,automatica,88000000
Volkswagen,Passat,2022,disponible,38000,1.8,RCO764,114,2000,automatica,73000000
Kia,Sorento,2018,disponible,100000,1.5,SJL650,309,1100,manual,
Volkswagon,Polo,2019,TALLER,65000,1.5,QLK175,145,1570,manual,49000000
Honda,HR-V,2017,vendido,90000,1.0,TCP089,123,1795,automatica,63000000
Honda,Fit,2015,taller,72000,2.0,WKS799,110,1200,automatica,85000000
Toyot,Fortuner,2022,vendido,70000,1.8,LYR854,309,2000,manul,90000000
Volkswagen,Passat,2022,vendido,55000,1.6,PQW256,203,1.280,manual,
Hyundai,Palisade,dos mil dieciocho,disponible,95000,1.3,SSR870,212,1200,automatica,78000000
toyata,Fortuner,2020,taller,30000,1.0,EPE171,153,1070,manual,56000000
Hyundaii,Santa Fe,2021,taller,78000,1.0,JTU239,355,1400,automatica,28000000
KIA,Sorento,2022,disponible,100000,1.6,VWN437,75,1.700,manual,58000000
Hyundai,Accent,2018,disponible,65000,1.8,VVM413,120,1795,automatica,66000000
CHEVROLET,Tracker,2022,disponible,42000,1.6,RPZ361,177,1280,manul,54.000.000
CHEVROLET,Equinox,2016,vendido,15000,1.0,LOH851,355,1070,automatica,41000000
CHEVROLET,Silverado,2020,talleer,10000,1.6,SXD728,163,1700,manual,66000000
Toyota,Camry,2015,vendido,15000,1.0,RLH786,69,2100,AUTOMATICA,52000000
Chevrolet,Tracker,2019,taller,58.000,1.5,ANM320,163,1050,automatica,81000000
Kia,Picanto,2022,vendido,28000,1.6,LQK058,140,1500,automatica,31000000
Hyundai,Creta,2016,taller,38000,1.8,GGJ445,170,1.250,manual,35000000
Volkswagen,Polo,2018,disponible,50000,1.3,LSH598,280,2200,automatica,60.000.000
Nissan,Kicks,2022,vendido,58000,"2,0",LRK 946,145,1050,automatica,51000000
Honda,Accord,2017,taller,45000,1.3,WTT673,185,1070,manul,57000000
Volkswagen,Touareg,2017,vendido,28k,1.6,FGA963,163,1050,manual,52000000
Nissan,Sentra,2017,vendido,60000,1.6,IRI852,153,2200,manual,34000000
Volkswagen,Golf,2020,disponible,85000,1.8,HPW466,75,1800,manual,73000000
Hyundai,Santa Fe,2018.,disponible,80000,1.3,KWH387,231,1100,automatica,73000000
Toyota,Fortuner,2017,vendido,28000,1.6,VMO047,193,1070,manual,53 millones
Hyundai,Elantra,2021.,vendido,52k,1.3,LMV183,114,1195,automatica,83000000
Chevrolet,Silverado,2021,taller,38000,1.0,YCO286,130,2000,automatica,46000000
Nissan,Versa,2021,vendido,18000,1.5,LDN395,140,1250,automatica,
Nisan,Frontier,2015,disponible,58000,1.8,LMB495,280,2100,automatica,64000000
Chevrolet,Silverado,2019,DISPONIBLE,45000,1.3,CLG584,123,1500,manual,53 millones
Honda,CR-V,2016,vendido,100000,1.6,DDL452,192,1400,automatica,64000000
Volkswagen,Golf,2016,vendido,38000,1.6,PGC175,107,1050,automatica,76000000
Chevrolet,Cruze,2019,disponible,12000,2.0,LWD045,191,1500,automatica,85000000
Volkswagen,Touareg,dos mil veintiuno,taller,20000,1.8,KSH054,ciento veintidos,1100,automatica,85000000
Chevrolet,Equinox,2019,taller,45000,1.3,XRY847,192,1100,automatica,43000000
Kia,Sorento,2015,disponible,15000,1.0,LMP350,141,1400,automatica,46000000
Hyundai,Santa Fe,2016,disponible,15000,2.0,CPD826,355,1795,manual,35.000.000
Hyundai,Accent,2022,vendido,48000,1.5,ZJG551,152,1400,manual,77000000
Toyota,Hilux,2019,disponible,95000,1.8,NZA730,128,2100,automatica,86000000
Volkswagen,Jetta,2017,taller,8000,1.0,RWO046,120,1900,manual,30000000
Honda,CR-V,2022,disponible,45000,1.3,WJQ708,ciento cincuenta,2200,automatica,88000000
Ford,EcoSport,2017,vendido,8000,1.8,XXG289,75,1500,automatica,58000000
Kia,Sportage,2021,vendido,45000,1.3,DBN598,231,2000,automatica,74000000
Chevrolet,Silverado,2018,vendido,25000,1.5,BZR739,158,2000,automatica,$ 87.000.000
Chevrolet,Cruze,2022,taller,58000,1.5,IJP128,170,1280,automatica,29000000
Toyota,Hilux,2019,disponible,60000,1.6,FEI662,123,1200,automatica,48000000
Kia,Sportage,2019,taller,18000,1.5,JHW006,158,1500,automatica,39000000
Ford,Escape,2018,vendido,70000,1.6,LYB774,145,1070,automatica,27000000
Nissan,March,2021,disponible,8000,2.0,EPX584,192,2100,automatica,66000000
Kia,Telluride,2021,vendidoo,75000,2.0,TPC 246,365,2000,manual,62000000
Chevrolet,Spark,2018,vendido,18000,1.0,UVY939,120,1300,manual,84000000
FORD,Mustang,2018,vendido,75000,1.5,RRI114,125,1280,automatica,50000000
Chevrolet,Onix,2016,taller,25000,2.0,MVE 689,ciento cuarenta y cinco,1800,manual,31000000
Hyundai,Creta,2016,vendido,95 000,1.3,XDY886,153,1350,automatica,39000000
Honda,Accord,2016,disponible,58000,1.5,CPY058,309,1100,automatica,40000000
Toyota,Corolla,2020,vendido,10000,1.3,YTH010,309,1400,automatica,81000000
Kia,Telluride,2021,vendido,8k,1.6,138262,191,1200,automatica,61000000
Volkswagen,Touareg,2015,vendido,48000 km,1.6,DQC796,231,950,manual,27000000
Chevrolet,Silverado,2021,disponible,12000,1.5,QQQ051,145,1.050,manual,68000000
Hyundai,Palisade,2017,vendido,25000,1.6,KWE006,163,1.300,manual,80000000
Nissan,Sentra,2018,disponible,65000,1.5,RCL526,163,2200,manual,55 millones
Nissan,Versa,dos mil veintidos,taller,58000,1.8,QET939,ciento catorce,1900,manual,73000000
Hyundai,Creta,2019,vendido,55000,1.5,WXN384,191,1.900,automatica,49000000
Chevrolet,Tracker,2015,disponible,30k,1.8,ALC424,128,1.600,automatica,50000000
Honda,Fit,2019,disponible,28000,2.0,NHO734,140,1100,automatica,84000000
Toyota,Camry,2019,taller,30000,1.0,534780,355,1350,manual,80000000
Hyundei,Palisade,dos mil veinte,vendido,15000,1.8,ODR487,177,1250,manual,66000000
Volkswagen,Tiguan,2018,taller,28000,1.8,SUE481,186,1500,manual,73000000
Kia,Cerato,2021,Vendido,52000,1.5,TMO162,309,1070,automatica,57000000
Toyota,RAV4,2022,vendido,48k,1.5,OQE626,400,1070,manual,51000000
Honda,CR-V,2022,taller,20000,1.6,NHD809,114,1200,manual,36000000
Nissan,Versa,2020,vendido,50000,1.3,UUZ136,99,950,automatica,$ 35.000.000
Honda,Accord,2019,vendido,78000,1.3,CXF905,163,1700,automatica,53000000
Honda,Civic,2019,disponible,95000,1.5,MPP973,69,2100,manual,61000000
Nissan,Sentra,2015,vendido,18000,1.5,YJB433,75,1300,automatica,35000000
Ford,Escape,2020,taller,60000,"1,5",VFG764,280,1195,automatica,81000000
Ford,Explorer,2020,disponible,85000,1.5,FHZ286,280,1350,manual,25000000
Honda,Fit,2016,taller,65000,1.8,WUJ440,180,1500,manual,88000000
Ford,Explorer,2019,disponible,30000,2.0,PPX422,noventa y nueve,1300,automatica,44000000
Honda,Accord,2016,vendido,12000,2.0,HYM523,400,1070,automatica,86000000
Toyota,Corolla,2021,disponible,22000,1.5,PTS003,213,1070,automatica,
Nissan,Kicks,2016,vendido,48000,1.6,YAH013,280,1900,manual,70000000
Toyota,Fortuner,2016,vendido,40000,1.3,CZI301,186,1795,manual,61000000
Kia,Telluride,2021,disponible,20000,1.6,LIY441,110,1400,automatica,81000000
Kia,Telluride,2017,DISPONIBLE,30000,1.6,GRC812,110,1300,automatica,77000000
Nissan,Frontier,2020,disponible,28000,1.5,GMA592,69,1800,automatica,50000000
Chevrolet,Spark,dos mil diecisiete,Vendido,10000,1.6,OER308,110,2060,automatica,82000000
Toyota,Camry,O020,disponible,75000,1.6,HOX098,ciento cincuenta y dos,1100,automatica,80000000
Hondaa,Civic,2017,taller,100000,1.5,KBC258,212,1050,Automatica,64000000
Toyota,Yaris,2015,TALLER,70000,1.0,IWJ184,170,1450,automatik,80000000
Toyota,Land Cruiser,2016.,vendido,58000,1.6,OZE359,152,1570,automatica,73000000
KIA,Telluride,2017,vendido,32000,1.6,MIU796,355,1050,automatica,29000000
Toyota,Camry,2016,taller,78000,1.8,RYB282,150,1400,automatica,26000000
Hondaa,Fit,dos mil veintidos,vendido,40000,1.8,UYR189,90,1350,manual,59 millones
Chevrolet,Equinox,2018,disponible,55000,2.0,RHE964,110,1100,manual,41000000
Kia,Sorento,2017,disponible,72000,1.8,JT-077,152,950,automatica,90000000
Honda,HR-V,2019,vendido,70000,2.0,PPB367,150,2.100,manual,63000000
Hyundai,Elantra,2020,disponible,15000,1.3,BFC662,122,1700,manual,47000000
toyata,Fortuner,2016,taller,48000 km,1.6,SLH557,153,2000,automatica,40000000
Ford,Fiesta,2021,vendido,55000,1.8,JUP936,192,1400,manual,89000000
Kia,Telluride,2018,vendido,18000,2.0,WAC033,69,1700,manual,89000000
Kia,Cerato,2016,taller,55000,1.0,THI315,309,1280,automatica,64000000
HONDA,Fit,2016,DISPONIBLE,85000,2.0,IQR999,213,950,manual,76000000
Toyota,Land Cruiser,2021,vendido,10000,1.8,WHR635,155,1.350,automatica,$ 47.000.000
Ford,Explorer,2016,taller,20000,1.80,IKR914,355,1300,manual,51000000
Nisan,Kicks,2019,taller,38000,2.0,XPX381,155,1800,automatica,27000000
Handa,Fit,2016,vendido,48000,1.6,SBN540,99,1900,automatica,77000000
Nissan,X-Trail,2016,taller,32000,1.6,QRG964,ciento cuarenta y uno,1350,automatica,27000000
Volkswagen,Passat,2017,taller,32000,1.3,NPM305,152,2200,manual,36000000
Ford,Escape,2020,vendido,8000,1.6,MYV627,186,1250,automatica,48000000
Chevrolet,Spark,2017,DISPONIBLE,5000,2.O,KAD329,186,1300,automatica,62000000
Honda,CR-V,2021,disponible,60000,1.6,YSU277,75,1570,manual,57.000.000
Honda,Accord,2018,disponible,65000,1.8,XKL956,ciento veinte,1.400,automatica,80000000
Nissan,Frontier,2016,vendido,70000,1.6,KNY427,309,1600,automatica,81000000
Chevrolt,Onix,2019,Disponbile,32000,1.0,PHH563,212,2200,automatica,39000000 
HYUNDAI,Palisade,2019,taller,78000,1.O,YZN332,110,1900,automatica,67000000
Chevrolet,Spark,2018,disponible,48.000,1.6,PKP411,114,950,manual,44000000
Nissan,Sentra,2015,vendido,85000,2.0,TUC646,123,1795,automatica,54000000
Kia,Rio,2018,vendido,60000,1.5,JGJ148,191,1700,manual,56000000
Toyota,Corolla,2017,vendido,35000,1.8,GQO797,400,1900,automatica,31000000
Ford,Escape,2019,disponible,90000,1.0,WZD296,107,1.450,manual,81000000
Kia,Sorento,2019.,taller,85000,1.0,FCC968,231,1300,automatica,34000000
Kia,Telluride,2016,vendido,65000,1.3,IBJ867,90,1300,MANUAL,60000000
Volkswagen,Passat,2018,vendidoo,72000,1.6,EVF275,ciento veinticinco,1.195,automatica,43000000
Hyundai,Tucson,2018,taller,65000,"1,5",BIR405,ciento ochenta y seis,2.200,automatica,33000000 
Nissan,X-Trail,2018,taller,10000,2.0,GSW911,170,1250,automatica,75000000
Honda,HR-V,2016,taller,48000,1.8,ZWH704,163,2060,automatica,72000000
Kia,Sportage,2016,disponible,80000,1.8,RLS515,141,1450,automatica,66000000
Toyota,Hilux,2016,disponible,45000,1.6,WHM076,130,1250,manual,33000000
Hondaa,HR-V,2015,disponible,85000,1.8,IUI258,163,1.350,manual,37000000
Ford,Fiesta,2016,taller,30000,1.0,RMT311,123,1450,manual,35000000
Ford,Fiesta,2019,disponible,42000,2.0,XMV532,69,1.400,manual,28000000
Ford,Escape,2018,taller,30000,1.3,EHC230,114,1600,automatica,86000000
Kia,Sorento,dos mil veintiuno,taller,40000,1.0,GAP549,180,1195,automatica,41000000
Chevrolet,Tracker,2017,disponible,30000,1.0,LYX371,75,1100,manual,41000000
Honda,Fit,2022,taller,40000,1.6,ILY377,140,1050,manual,52000000
Kia,Picanto,2015,disponible,20000,1.5,ORG623,309,2200,manual,86000000
Nissan,Frontier,2019,taller,95000,1.5,CBK463,122,1.350,manuall,48000000
Volkswagen,Golf,2017,disponible,32000,1.3,KCG244,355,2000,manual,35000000
Kia,Rio,2022,vendido,35000,2.0,HUP190,128,1570,manual,73000000
Volkswagen,Passat,2015,vendido,78000,1.5,UZZ183,122,2000,manual,53000000
Hyundai,Tucson,2022,disponible,20000,1.6,HBP069,163,1050,manual,83000000
Chevrolet,Onix,2019,disponible,80000,1.5,FCI534,ciento ochenta y cinco,1250,automatica,35000000
Toyota,Hilux,2022,disponible,40000,2.0,UO-085,365,1700,automatica,69000000
Ford,Explorer,2015,disponible,12k,1.3,476NOX,150,950,manual,43000000
Ford,Explorer,2018,disponible,75000,1.3,GOX764,153,2000,manual,89000000
Nissan,March,2017,disponible,100000,1.0,HEL903,355,1070,automatica,42000000
Ford,EcoSport,201O,disponible,55000,1.3,NHI 578,203,1070,manual,60000000
Honda,Civic,2022,taller,15000,1.5,PPN528,180,1500,AUTOMATICA,79000000
Chevrolet,Cruze,2021,disponible,58000,1.0,TGB775,106,1.600,Automatica,69000000
Ford,Escape,2021,vendidoo,90000,1.8,IKP308,130,1250,automatica,81000000
Kia,Sorento,2020,taller,30000,1.3,HRA788,140,1070,Manual,90000000
Volkswagen,Polo,2021.,vendido,18000,1.5,SYQ367,75,2100,automatica,76000000
Ford,Escape,2021,vendido,10000,1.0,VWK613,90,1100,manual,26000000
Ford,Explorer,2018,vendido,100000,1.6,KSQ591,192,1450,manual,39000000
Chevrolet,Equinox,2020,disponible,38000,2.0,ZCQ158,309,1.800,manual,56000000
Volkwagen,Polo,2022,disponible,42000,1.3,MRXNSB,309,2100,manual,25000000
Chevrolet,Tracker,2017,vendido,15000 km,1.0,JPW610,155,1.570,manual,87000000
Hyundai,Accent,2016,taller,30000,1.3,NLB712,84,1570,auto,82000000
Hyundaii,Accent,2022,vendido,32000,1.0,TBC541,185,2.200,automatica,55000000
Handa,Odyssey,2018,taller,20000,1.3,MWG802,114,1900,manual,75000000
Hyundai,Palisade,dos mil quince,disponible,80000,1.0,QAJWNC,158,2000,automatica,79000000
Chevrolet,Silverado,2015,taller,85000,1.5,UDA244,155,1800,automatica,25000000
Ford,F-150,2016,vendido,48000,1.3,FSBAHE,99,1100,automatica,31000000
Toyota,Fortuner,2021,taller,10000,1.6,YON212,155,950,manual,75000000
Hyundai,Elantra,2015,vendido,85000,1.3,XHM831,186,1280,manual,44000000
Hyundai,Santa Fe,2017,vendido,42000,1.8,GYX992,231,1350,manual,73000000
Kia,Cerato,2018,taller,95000,2.0,EVZ508,192,950,automatica,72000000
Chevrolet,Spark,2019,disponible,45000,2.0,QTI585,114,1900,manual,83000000
Ford,Ranger,2016,taller,70000,2.O,OCX750,75,2060,manual,38000000
Nissan,Sentra,2017,disponible,90000,1.5,UBS902,213,1300,manual,43000000
Volkswagen,Golf,2019,disponible,10000,1.3,XHX994,155,2200,automatica,61000000
Handa,HR-V,2019,taller,65000 km,1.0,AAT815,170,1570,automatica,77000000
Ford,Explorer,2019,Disponbile,42000,1.5,NOV380,186,1280,automatica,66000000
Nissan,Frontier,2019,Disponbile,90000,1.3,MGY596,140,2100,manual,32000000
VOLKSWAGEN,Touareg,2022,vendido,55000,1.6,KFQ041,212,1070,manual,77000000
Hyundai,Tucson,2022,Disponible,65000,1.0,WUP297,110,1200,automatica,36000000
Honda,Pilot,2021,taller,20000,1.8,YWT999,ciento cuarenta y uno,1100,automatica,84000000
Hnda,CR-V,2020,disponible,42000,1.5,PRH759,90,1900,automatica,41000000
Hyundai,Tucson,2020,taller,50000,1.6,RL-950,106,1070,automatica,72000000
Kia,Sportage,2018,disponible,75000,1.8,VDN411,231,2060,manual,45000000
Chevrolet,Silverado,2021,disponible,45000,2.0,171TFP,309,1450,manual,82000000
Nissan,Sentra,2016,vendido,40000,2.0,AOK402,180,2200,manual,30000000
Hyundai,Elantra,2021,taller,35000,1.0,KUJ687,365,1100,manual,38000000
Ford,Explorer,2018,vendido,38000,1.3,VOJ194,122,1250,automatica,39000000
Kia,Rio,2022,vendido,22000,1.3,RMM989,120,1250,auto,38000000
Volkswagen,Jetta,2020,DISPONIBLE,20k,1.5,GOW866,150,1570,manual,86000000
Toyot,RAV4,2021,vendido,28000,1.8,GLF743,141,2060,manual,78000000
Honda,HR-V,2016,taller,35000,2.0,YW-289,231,1.450,manual,38000000
Volkswagen,Tiguan,2015,disponible,95 000,1.0,HFI435,170,1.900,automatica,62000000
Hyundai,Palisade,2020,vendido,25000,1.3,XRW869,177,1100,manual,43 millones
Honda,Pilot,2018,taller,65000,1.5,DUK733,212,1.600,manual,88000000
Ford,Escape,2017,vendio,60000,2.0,MUJ613,290,1600,Automatica,69000000
Chevroelt,Equinox,2018,taller,20000,2.0,FAW082,280,1250,manual,30000000
Ford,F-150,2017,disponible,90000,1.8,ZMX282,145,1570,Manual,69000000
Nissan,Frontier,2021,vendido,28000,1.6,JD-472,170,1795,automatica,69000000
Ford,Mustang,2016,vendido,25000,1.3,XZF854,99,1350,automatica,59.000.000
Ford,Mustang,2020.,disponible,40000,2.0,HFY808,120,1195,automatica,34000000
Chevrolet,Cruze,2018,disponible,22000,1.5,MBD465,140,2100,automatica,30000000
Ford,Fiesta,dos mil diecisiete,Vendido,72000,2.0,CPR147,120,2200,manual,40000000
Chevrolet,Cruze,2020,disponible,55000,2.0,RML817,177,1.300,manual,87000000
Honda,Pilot,2017,vendido,10000,1.6,CFW633,192,1450,manual,78000000
Toyota,Yaris,2018,taller,78000,1.8,BH-507,120,1900,automatica,83.000.000
Honda,Civic,2018,vendido,100k,1.O,GHJ060,114,1800,manul,75000000
Volkswagen,Jetta,2017,disponible,40000,1.0,VBD809,203,2100,manual,61000000
Hyundaii,Palisade,2016,vendido,32000,1.8,ZJV971,120,2200,manual,
Hyundai,Palisade,202O,vendido,28000,1.60,TRV625,110,1280,manual,81000000
Volkswagen,Tiguan,2020,disponible,10000,2.0,YTB379,128,1500,automatica,68000000
Chevrolet,Tracker,2019,disponible,60000,1.5,RSO259,152,1.800,Manual,51000000
Toyota,RAV4,2016,disponible,58000,2.0,VQZ074,186,2100,automatica,48000000
Honda,Fit,2016,vendido,35000,1.5,ECB646,150,1500,manual,75000000
Honda,Fit,2021,Vendido,15000,2.0,804586,180,1600,manual,47000000
Ford,F-150,2015,taller,30000,1.0,VVW534,150,1570,automatica,25000000
Hyundai,Elantra,2019,taller,5000 km,1.0,DBW179,69,1200,manual,76000000
Volkswagen,Jetta,2018,taller,38000,1.6,IEP647,120,1200,automatica,28000000
Hyundai,Tucson,2020,vendido,70000,2.0,JWU910,180,1280,manual,55000000
Honda,Odyssey,2017,vendido,22000,1.6,ELWZIN,99,2200,manual,29000000
TOYOTA,Hilux,2015,disponible,35000,1.0,CQY968,114,2100,automatica,
Hyundai,Creta,20O2,vendido,72000,1.6,KYV996,170,1795,manual,38000000
Toyota,Camry,2019.,talleer,32000,1.3,AYV157,280,1070,automatica,40000000
HYUNDAI,Palisade,2017,disponible,80000,1.0,TMM682,90,950,automatica,42000000
Honda,Accord,2022,disponible,28000,2.0,COD436,163,1195,manual,49000000
Honda,Odyssey,2020,disponible,45000,1.3,OTS417,90,1450,manual,87000000
Ford,Escape,2017,taller,42000,1.8,CAC467,84,2200,manual,36000000
Kia,Sorento,2020,vendido,25000,1.8,ZTM100,213,1500,manual,80000000
Nissan,X-Trail,2020,vendido,20000,2.0,817BBE,ciento ochenta y seis,1600,manual,86000000
Hyundai,Santa Fe,2022,vendido,85000,1.0,GJA968,309,2100,automatica,41000000
Chevrolet,Cruze,2018,Disponbile,38000,1.0,JHB064,177,1450,manual,60.000.000
Hyundai,Tucson,2022,taller,72000 km,2.0,IFT627,280,2060,automatica,83000000
Nissan,Kicks,2021,taller,52000,1.3,ONE959,192,1200,manual,54000000
CHEVROLET,Cruze,2022,taller,60000,1.3,WFF103,128,1800,manul,33000000
Volkswagen,Touareg,2022,vendido,42000,1.6,ETR160,170,1570,manual,25000000
Ford,Fiesta,2022,vendido,60000,1.3,YAP952,128,1300,automatica,73000000
Nissan,Versa,2018,taller,8000,2.0,MLE185,107,1.350,automatica,
Toyota,Corolla,dos mil veinte,vendido,45 000,1.3,VGN911,122,1070,automatica,46000000
Toyota,Fortuner,2022,taller,40000,2.0,TQU029,114,2060,manual,56000000
Chevroelt,Silverado,2O18,vendido,55000,1.8,ESO811,231,950,automatica,63000000
Nissan,Kicks,2015,taller,25000,1.6,KTL773,140,2200,manual,34000000
Honda,HR-V,2020,vendido,20000,1.0,810SVX,84,1200,manual,90000000
