marca,modelo,año,estado,kilometraje,motor,placa,cv,peso_kg,transmisión,precio_cop
Honda,Pilot,2021,taller,20000,1.8,YWT999,,1100.0,automatica,84000000
Honda,CR-V,2020,disponible,42000,1.5,PRH759,90,1900.0,automatica,41000000
Hyundai,Tucson,2020,taller,50000,1.6,,106,1070.0,automatica,72000000
Kia,Sportage,2018,disponible,75000,1.8,VDN411,231,2060.0,manual,45000000
Chevrolet,Silverado,2021,disponible,45000,2.0,TFP171,309,1450.0,manual,82000000
Nissan,Sentra,2016,vendido,40000,2.0,AOK402,180,2200.0,manual,30000000
Hyundai,Elantra,2021,taller,35000,1.0,KUJ687,365,1100.0,manual,38000000
Ford,Explorer,2018,vendido,38000,1.3,VOJ194,122,1250.0,automatica,39000000
Kia,Rio,2022,vendido,22000,1.3,RMM989,120,1250.0,automatica,38000000
Volkswagen,Jetta,2020,disponible,20000,1.5,GOW866,150,1570.0,manual,86000000
,RAV4,2021,vendido,28000,1.8,GLF743,141,2060.0,manual,78000000
Honda,HR-V,2016,taller,35000,2.0,,231,1450.0,manual,38000000
Volkswagen,Tiguan,2015,disponible,95000,1.0,HFI435,170,1900.0,automatica,62000000
Hyundai,Palisade,2020,vendido,25000,1.3,XRW869,177,1100.0,manual,43000000
Honda,Pilot,2018,taller,65000,1.5,DUK733,212,1600.0,manual,88000000
Ford,Escape,2017,,60000,2.0,MUJ613,290,1600.0,automatica,69000000
,Equinox,2018,taller,20000,2.0,FAW082,280,1250.0,manual,30000000
Ford,F-150,2017,disponible,90000,1.8,ZMX282,145,1570.0,manual,69000000
Nissan,Frontier,2021,vendido,28000,1.6,,170,1795.0,automatica,69000000
Ford,Mustang,2016,vendido,25000,1.3,XZF854,99,1350.0,automatica,59000000
Ford,Mustang,2020,disponible,40000,2.0,HFY808,120,1195.0,automatica,34000000
Chevrolet,Cruze,2018,disponible,22000,1.5,MBD465,140,2100.0,automatica,30000000
Ford,Fiesta,2017,vendido,72000,2.0,CPR147,120,2200.0,manual,40000000
Chevrolet,Cruze,2020,disponible,55000,2.0,RML817,177,1300.0,manual,87000000
Honda,Pilot,2017,vendido,10000,1.6,CFW633,192,1450.0,manual,78000000
Toyota,Yaris,2018,taller,78000,1.8,,120,1900.0,automatica,83000000
Honda,Civic,2018,vendido,100000,1.0,GHJ060,114,1800.0,manual,75000000
Volkswagen,Jetta,2017,disponible,40000,1.0,VBD809,203,2100.0,manual,61000000
,Palisade,2016,vendido,32000,1.8,ZJV971,120,2200.0,manual,
Hyundai,Palisade,2020,vendido,28000,1.6,TRV625,110,1280.0,manual,81000000
Volkswagen,Tiguan,2020,disponible,10000,2.0,YTB379,128,1500.0,automatica,68000000
Chevrolet,Tracker,2019,disponible,60000,1.5,RSO259,152,1800.0,manual,51000000
Toyota,RAV4,2016,disponible,58000,2.0,VQZ074,186,2100.0,automatica,48000000
Honda,Fit,2016,vendido,35000,1.5,ECB646,150,1500.0,manual,75000000
Honda,Fit,2021,vendido,15000,2.0,,180,1600.0,manual,47000000
Ford,F-150,2015,taller,30000,1.0,VVW534,150,1570.0,automatica,25000000
Hyundai,Elantra,2019,taller,,1.0,DBW179,69,1200.0,manual,76000000
Volkswagen,Jetta,2018,taller,38000,1.6,IEP647,120,1200.0,automatica,28000000
Hyundai,Tucson,2020,vendido,70000,2.0,JWU910,180,1280.0,manual,55000000
Honda,Odyssey,2017,vendido,22000,1.6,,99,2200.0,manual,29000000
Toyota,Hilux,2015,disponible,35000,1.0,CQY968,114,2100.0,automatica,
Hyundai,Creta,2002,vendido,72000,1.6,KYV996,170,1795.0,manual,38000000
Toyota,Camry,2019,,32000,1.3,AYV157,280,1070.0,automatica,40000000
Hyundai,Palisade,2017,disponible,80000,1.0,TMM682,90,950.0,automatica,42000000
Honda,Accord,2022,disponible,28000,2.0,COD436,163,1195.0,manual,49000000
Honda,Odyssey,2020,disponible,45000,1.3,OTS417,90,1450.0,manual,87000000
Ford,Escape,2017,taller,42000,1.8,CAC467,84,2200.0,manual,36000000
Kia,Sorento,2020,vendido,25000,1.8,ZTM100,213,1500.0,manual,80000000
Nissan,X-Trail,2020,vendido,20000,2.0,BBE817,,1600.0,manual,86000000
Hyundai,Santa Fe,2022,vendido,85000,1.0,GJA968,309,2100.0,automatica,41000000
Chevrolet,Cruze,2018,disponible,38000,1.0,JHB064,177,1450.0,manual,60000000
Hyundai,Tucson,2022,taller,,2.0,IFT627,280,2060.0,automatica,83000000
Nissan,Kicks,2021,taller,52000,1.3,ONE959,192,1200.0,manual,54000000
Chevrolet,Cruze,2022,taller,60000,1.3,WFF103,128,1800.0,manual,33000000
Volkswagen,Touareg,2022,vendido,42000,1.6,ETR160,170,1570.0,manual,25000000
Ford,Fiesta,2022,vendido,60000,1.3,YAP952,128,1300.0,automatica,73000000
Nissan,Versa,2018,taller,8000,2.0,MLE185,107,1350.0,automatica,
Toyota,Corolla,2020,vendido,45000,1.3,VGN911,122,1070.0,automatica,46000000
Toyota,Fortuner,2022,taller,40000,2.0,TQU029,114,2060.0,manual,56000000
,Silverado,2018,vendido,55000,1.8,ESO811,231,950.0,automatica,63000000
Nissan,Kicks,2015,taller,25000,1.6,KTL773,140,2200.0,manual,34000000
Honda,HR-V,2020,vendido,20000,1.0,SVX810,84,1200.0,manual,90000000
Hyundai,Accent,2016,taller,32000,1.8,HVC914,150,1195.0,automatica,59000000
Chevrolet,Equinox,2020,disponible,100000,1.3,TTP743,163,2060.0,manual,80000000
Kia,Sportage,2018,taller,50000,1.5,ELV239,75,1250.0,automatica,48000000
Nissan,Frontier,2017,vendido,25000,1.8,ZPU270,120,2200.0,manual,57000000
Kia,Sportage,2017,,45000,1.6,,180,1350.0,automatica,26000000
Honda,CR-V,2020,disponible,70000,2.0,FUM291,140,1570.0,automatica,42000000
Chevrolet,Cruze,2018,disponible,10000,1.0,ICN506,180,2000.0,automatica,78000000
Nissan,Kicks,2021,taller,45000,1.0,AUQ185,125,1300.0,automatica,33000000
Ford,EcoSport,2022,taller,55000,1.5,YEL310,290,2100.0,manual,25000000
Ford,F-150,2018,taller,12000,1.3,YTN839,170,1300.0,automatica,78000000
Chevrolet,Spark,2019,taller,95000,1.0,XYD355,163,1050.0,manual,40000000
Volkswagen,Jetta,2018,taller,45000,1.0,ZJC374,130,1500.0,manual,60000000
Honda,HR-V,2015,vendido,100000,1.0,QWY520,213,1400.0,automatica,72000000
Ford,Mustang,2021,vendido,45000,1.5,HJD196,128,950.0,automatica,87000000
Honda,Civic,2021,disponible,35000,,JWA048,186,1500.0,manual,46000000
Nissan,X-Trail,2020,taller,58000,1.3,MNF081,99,2200.0,,70000000
Kia,Rio,2018,disponible,10000,1.6,IEA873,152,1250.0,automatica,66000000
Volkswagen,Jetta,2019,disponible,90000,2.0,PLS810,84,950.0,automatica,83000000
Toyota,Fortuner,2018,,28000,1.6,YVD719,150,1050.0,manual,78000000
Volkswagen,Polo,2021,disponible,5000,1.8,OZM135,107,1795.0,automatica,58000000
Nissan,Frontier,2016,vendido,50000,1.5,BGG521,280,1100.0,automatica,85000000
Honda,CR-V,2015,taller,50000,1.6,LEG630,185,1050.0,automatica,42000000
Nissan,Kicks,2018,vendido,8000,2.0,JQY411,,2100.0,automatica,89000000
Kia,Rio,2016,disponible,15000,1.8,XDB657,280,2100.0,automatica,82000000
Volkswagen,Tiguan,2015,vendido,28000,1.8,KSU704,280,2060.0,manual,39000000
Chevrolet,Silverado,2022,taller,35000,1.8,,400,2100.0,automatica,
Kia,Sorento,2021,vendido,48000,1.8,TEJ420,309,1600.0,automatica,62000000
Honda,Odyssey,2018,disponible,32000,1.0,WAE469,152,1195.0,automatica,68000000
Ford,Ranger,2020,taller,42000,1.5,USH723,110,1200.0,automatica,59000000
Nissan,March,2015,disponible,72000,2.0,RZG135,365,1350.0,manual,61000000
Nissan,X-Trail,2020,vendido,12000,1.8,YWM457,193,1050.0,manual,25000000
Kia,Telluride,2018,taller,78000,1.6,WSZ872,203,1795.0,manual,53000000
Volkswagen,Touareg,2019,taller,100000,1.5,GJM996,180,1800.0,automatica,86000000
Kia,Cerato,2019,disponible,,1.6,FBC924,193,1280.0,automatica,77000000
Toyota,RAV4,2016,vendido,48000,1.0,BXC222,280,1900.0,manual,38000000
Kia,Sportage,2022,vendido,85000,1.0,TPT437,99,1800.0,manual,44000000
Honda,Civic,2017,vendido,40000,1.3,ZNV917,110,1500.0,manual,61000000
Honda,Fit,2015,disponible,55000,1.5,GLQ306,122,2100.0,automatica,39000000
Hyundai,Tucson,2018,vendido,30000,1.6,RPD853,130,1200.0,automatica,61000000
Chevrolet,Equinox,22,taller,52000,1.3,EEP810,203,1050.0,manual,53000000
Chevrolet,Spark,2019,disponible,10000,1.5,,213,1600.0,,29000000
Hyundai,Creta,2017,taller,15000,1.0,UIK103,123,950.0,automatica,62000000
Ford,Explorer,2020,,18000,1.0,EPN385,120,1070.0,manual,33000000
Chevrolet,Silverado,2017,vendido,60000,1.3,KNP789,163,2000.0,automatica,48000000
Hyundai,Palisade,2017,vendido,40000,1.0,JOS977,106,1900.0,manual,61000000
Volkswagen,Golf,2018,vendido,72000,1.3,,280,1300.0,manual,61000000
Toyota,Hilux,2020,vendido,20000,1.0,OON939,213,950.0,automatica,65000000
Hyundai,Accent,2022,vendido,70000,1.3,QDG443,155,1450.0,automatica,44000000
Toyota,Fortuner,2021,taller,,2.0,ZEL339,107,1350.0,manual,30000000
Chevrolet,Tracker,2015,taller,60000,2.0,YUJ626,125,950.0,manual,87000000
,Sentra,2015,taller,22000,2.0,WAQ622,152,1250.0,automatica,80000000
Honda,Civic,2021,taller,35000,1.0,MCR839,185,1195.0,automatica,59000000
Ford,F-150,2021,disponible,78000,1.8,VBV276,141,1900.0,automatica,51000000
Volkswagen,Passat,2019,vendido,50000,1.6,GSK792,120,1700.0,automatica,75000000
Nissan,Versa,2020,disponible,45000,1.8,DJP712,180,2000.0,automatica,85000000
Ford,Escape,2021,disponible,40000,1.6,XGH948,,1500.0,automatica,49000000
Chevrolet,Silverado,2020,taller,18000,1.0,IEA751,365,1070.0,,87000000
Nissan,Versa,2018,disponible,35000,1.8,BBD387,128,1795.0,automatica,42000000
Chevrolet,Tracker,2019,taller,75000,2.0,NCA353,365,1050.0,automatica,57000000
Kia,Rio,2020,vendido,32000,1.8,EES032,,1795.0,automatica,80000000
Kia,Sportage,2017,disponible,42000,1.3,OVI018,152,1300.0,automatica,80000000
Nissan,March,2022,disponible,18000,1.0,VNK124,163,1800.0,manual,80000000
Toyota,Hilux,2016,disponible,20000,1.3,IVP853,193,2100.0,manual,81000000
Kia,Rio,2016,disponible,22000,1.5,QMH298,203,2200.0,manual,35000000
Honda,Odyssey,2019,disponible,42000,1.6,HVW280,177,2200.0,automatica,40000000
Toyota,Corolla,2019,disponible,30000,1.5,SFQ527,150,1250.0,manual,34000000
Ford,Mustang,2018,disponible,75000,1.5,XSM110,158,1570.0,manual,58000000
Hyundai,Creta,2017,taller,100000,2.0,GQS564,158,2200.0,manual,65000000
Toyota,RAV4,2022,vendido,85000,2.0,UDR828,158,1200.0,,36000000
Nissan,Versa,2019,disponible,15000,1.5,SWF382,158,1200.0,automatica,76000000
Nissan,Kicks,2021,disponible,58000,1.8,BXU241,130,1700.0,manual,25000000
Toyota,Camry,2018,taller,52000,1.6,ZTP565,114,2100.0,manual,28000000
Toyota,Yaris,2020,,50000,2.0,OXJ651,185,1570.0,automatica,69000000
Toyota,RAV4,2020,vendido,78000,2.0,JGC511,163,1280.0,manual,30000000
Toyota,Hilux,2019,vendido,15000,,CAZ249,75,1795.0,automatica,72000000
Honda,Civic,2015,disponible,70000,1.3,TQD267,145,1070.0,automatica,80000000
Volkswagen,Polo,2020,vendido,78000,1.3,KRA012,192,1500.0,manual,47000000
Chevrolet,Spark,2021,taller,80000,2.0,,177,1795.0,manual,55000000
Ford,Fiesta,2017,vendido,5000,2.0,OWR254,203,1600.0,automatica,84000000
Nissan,X-Trail,2021,disponible,18000,1.6,WTA997,140,1500.0,manual,62000000
Volkswagen,Tiguan,2020,taller,50000,2.0,,140,1400.0,automatica,65000000
Hyundai,Palisade,2022,disponible,55000,1.6,ATP808,128,1100.0,manual,31000000
Chevrolet,Silverado,2020,disponible,35000,1.3,ZHK536,193,1450.0,manual,28000000
Toyota,Land Cruiser,2016,vendido,10000,1.8,GXC344,90,1300.0,manual,39000000
Kia,Cerato,2018,taller,40000,1.8,LIJ771,152,1200.0,automatica,83000000
Volkswagen,Polo,2019,taller,55000,1.5,FZR807,163,1795.0,automatica,39000000
,Versa,2017,disponible,,1.8,MMD821,177,1070.0,automatica,26000000
Toyota,Hilux,2018,vendido,10000,1.0,OVT553,163,2100.0,manual,
Toyota,RAV4,2018,disponible,48000,1.5,WPJ830,99,1195.0,automatica,84000000
Kia,Sportage,2010,disponible,80000,1.8,WFL441,158,95.0,automatica,80000000
Hyundai,Tucson,2018,vendido,48000,1.0,AQK652,110,1250.0,automatica,52000000
Ford,Explorer,2019,disponible,60000,1.0,JKB728,130,1800.0,automatica,64000000
Toyota,Yaris,2017,disponible,35000,2.0,QRB815,186,1350.0,manual,73000000
Honda,Fit,2016,disponible,20000,1.6,RKN437,140,1700.0,manual,34000000
Nissan,Kicks,2020,taller,48000,1.3,PDY427,125,1195.0,automatica,67000000
Honda,HR-V,2015,disponible,22000,2.0,FXM553,123,1450.0,manual,87000000
Honda,HR-V,2016,vendido,22000,1.6,BUF432,69,1400.0,automatica,50000000
Toyota,RAV4,2019,vendido,90000,1.8,OJD130,213,1050.0,automatica,
Ford,F-150,2017,disponible,20000,1.3,LEZ458,153,1570.0,automatica,32000000
Volkswagen,Passat,2016,taller,50000,1.0,GIB542,123,1100.0,manual,89000000
,Passat,2017,disponible,55000,2.0,PUY687,355,1300.0,manual,67000000
,Polo,2019,disponible,72000,1.3,YTR385,180,1350.0,manual,29000000
Hyundai,Elantra,2021,taller,32000,2.0,PXM283,122,1070.0,automatica,57000000
Nissan,Versa,2018,disponible,38000,2.0,MQE632,141,1900.0,manual,25000000
Toyota,Yaris,2021,taller,60000,1.5,QDC270,145,2060.0,automatica,48000000
Chevrolet,Equinox,2016,disponible,85000,1.3,KED711,185,1600.0,manual,83000000
Kia,Sorento,2015,taller,75000,,GCL926,355,1700.0,automatica,88000000
Nissan,Versa,2019,taller,95000,2.0,,155,1500.0,manual,27000000
Nissan,March,2021,disponible,72000,1.8,HAF980,145,1050.0,manual,61000000
Honda,Civic,2022,taller,72000,1.6,KUN588,400,1700.0,manual,81000000
Chevrolet,Equinox,2022,disponible,75000,1.5,MZQ404,153,1400.0,manual,52000000
Volkswagen,Touareg,2017,vendido,85000,1.6,VWT071,191,1500.0,manual,74000000
Ford,F-150,2021,disponible,85000,1.8,SFX584,163,1600.0,automatica,48000000
Kia,Sportage,2018,taller,,2.0,QKW582,110,1795.0,automatica,54000000
Kia,Sorento,2021,vendido,32000,1.3,QIR993,180,1800.0,automatica,74000000
Chevrolet,Cruze,2019,taller,35000,1.6,DOD422,75,1200.0,automatica,36000000
Toyota,RAV4,2019,taller,25000,1.0,RDR125,110,1050.0,manual,58000000
Hyundai,Creta,2016,taller,60000,1.5,OBS738,231,950.0,manual,33000000
Ford,Explorer,2021,taller,25000,1.6,QUO003,150,1795.0,manual,30000000
Chevrolet,Tracker,2021,vendido,35000,1.6,MND686,203,1795.0,manual,68000000
Ford,Mustang,2020,vendido,18000,1.3,JWB674,150,1050.0,manual,30000000
Nissan,X-Trail,2019,taller,32000,,DUI630,155,1070.0,manual,79000000
Kia,Picanto,2016,taller,18000,1.6,PDC981,185,1350.0,automatica,30000000
Hyundai,Accent,2019,disponible,100000,1.0,GFJ772,123,1280.0,manual,34000000
Ford,Escape,2019,disponible,45000,1.0,VFR677,213,1250.0,manual,27000000
Ford,Explorer,2018,vendido,78000,1.0,GRG786,99,1100.0,automatica,42000000
Honda,CR-V,2020,vendido,5000,1.6,LBI528,125,1900.0,manual,50000000
Honda,Pilot,2017,vendido,78000,1.0,UPJ204,186,1900.0,manual,45000000
Nissan,Sentra,2021,disponible,65000,1.8,BOW454,280,1700.0,manual,37000000
Toyota,Corolla,2019,taller,80000,2.0,JDX294,163,1400.0,manual,87000000
Nissan,Kicks,2021,vendido,70000,1.0,KVU127,99,1070.0,automatica,39000000
Toyota,Hilux,2018,taller,,1.6,,145,2000.0,automatica,39000000
Hyundai,Santa Fe,2018,vendido,38000,1.0,GLZ239,153,1400.0,automatica,69000000
,Fit,2020,taller,15000,,WGX200,110,1400.0,automatica,40000000
Hyundai,Palisade,2016,disponible,10000,2.0,WCA740,203,1450.0,manual,72000000
Nissan,Kicks,2022,vendido,72000,2.0,NZP966,158,1300.0,manual,70000000
Chevrolet,Onix,2019,taller,40000,1.3,VZE661,193,1700.0,manual,55000000
Chevrolet,Equinox,2019,taller,75000,1.0,ODD047,128,95.0,automatica,90000000
Hyundai,Tucson,2019,taller,18000,1.5,OAC195,158,2060.0,manual,47000000
Honda,Accord,2017,disponible,70000,1.3,XYR825,140,1350.0,automatica,78000000
Hyundai,Santa Fe,2016,taller,20000,1.3,NOU940,,1600.0,automatica,77000000
Nissan,X-Trail,2015,taller,32000,1.0,KCZ865,153,1900.0,manual,50000000
Volkswagen,Touareg,2016,disponible,45000,1.8,SKZ788,152,1500.0,,85000000
Nissan,Versa,2018,disponible,52000,,HYB573,180,1450.0,automatica,59000000
Honda,Odyssey,2019,vendido,22000,1.0,MWH797,128,1600.0,automatica,53000000
Honda,HR-V,2022,vendido,28000,1.6,AJI763,153,1350.0,manual,35000000
Honda,Odyssey,2019,taller,28000,1.5,KUB122,185,1200.0,manual,
,Passat,2017,vendido,45000,1.8,DNV229,110,1600.0,automatica,44000000
Volkswagen,Golf,2016,taller,80000,2.0,PSI978,155,1050.0,manual,88000000
Kia,Picanto,2017,taller,32000,1.3,DKT484,114,1195.0,manual,80000000
Honda,Civic,2021,disponible,10000,1.5,TWA623,140,1800.0,manual,49000000
Toyota,Corolla,2022,disponible,22000,1.0,VFH774,114,2200.0,manual,57000000
Kia,Cerato,2015,taller,42000,1.8,GIM204,125,1300.0,automatica,66000000
Kia,Sportage,2022,disponible,52000,1.8,OAT125,145,1450.0,automatica,64000000
Volkswagen,Polo,2018,vendido,50000,1.8,RFB978,170,2000.0,,61000000
,Frontier,2020,taller,58000,1.5,ZPA275,75,1700.0,manual,27000000
,Fiesta,2016,vendido,70000,1.8,LFX865,106,1450.0,manual,80000000
Nissan,Kicks,2022,disponible,50000,1.5,GUH055,191,1700.0,manual,76000000
Toyota,Camry,2020,taller,95000,1.3,ONR359,130,1800.0,automatica,89000000
Toyota,Yaris,2015,disponible,18000,2.0,KED313,84,1250.0,automatica,58000000
Volkswagen,Golf,2017,vendido,55000,1.5,AVO021,110,1400.0,manual,73000000
,Jetta,2021,taller,,1.3,JPA604,355,95.0,automatica,82000000
Toyota,Camry,2015,disponible,65000,2.0,AZU734,69,950.0,manual,82000000
Chevrolet,Tracker,2016,taller,90000,1.6,HFO310,122,1700.0,manual,48000000
Chevrolet,Equinox,2021,taller,45000,2.0,,177,1350.0,automatica,90000000
Chevrolet,Onix,2015,taller,95000,2.0,UMW117,145,2000.0,automatica,61000000
Hyundai,Santa Fe,2019,disponible,38000,1.8,WMQ693,99,1070.0,automatica,33000000
Toyota,Fortuner,2018,taller,25000,1.3,XIF006,170,1050.0,automatica,51000000
Ford,EcoSport,2022,disponible,50000,2.0,EYM946,170,1700.0,automatica,63000000
Nissan,Sentra,2017,vendido,20000,1.5,AFS237,231,1795.0,manual,59000000
Volkswagen,Golf,2022,disponible,60000,1.0,BXV052,84,2060.0,,46000000
Hyundai,Palisade,2017,disponible,32000,1.0,WNY793,186,1250.0,manual,57000000
Ford,Mustang,2018,disponible,80000,1.5,LCZ213,193,1050.0,manual,32000000
Honda,HR-V,2017,taller,45000,1.6,IHN538,122,1250.0,automatica,65000000
Ford,Fiesta,2018,disponible,40000,2.0,GXF002,213,950.0,manual,79000000
Kia,Sorento,2015,disponible,52000,1.0,OZS935,212,1070.0,manual,44000000
Volkswagen,Touareg,2019,taller,22000,2.0,PYT711,280,1500.0,manual,51000000
Nissan,Kicks,2018,taller,50000,1.8,FFE662,163,1070.0,automatica,29000000
Volkswagen,Touareg,2019,,80000,1.8,EDC196,355,1350.0,automatica,48000000
Toyota,Yaris,2022,vendido,38000,1.8,EPI564,123,1700.0,automatica,52000000
Hyundai,Creta,2021,disponible,30,1.0,ARV088,355,1700.0,manual,42000000
Volkswagen,Jetta,2015,taller,75000,1.6,RTN487,177,1350.0,manual,67000000
Volkswagen,Golf,2022,vendido,32000,2.0,DMK689,192,2100.0,automatica,45000000
Honda,Civic,2022,disponible,48000,1.0,VIL069,212,1195.0,automatica,68000000
Chevrolet,Spark,2017,taller,42000,1.3,HOS434,99,2060.0,manual,42000000
Ford,Escape,2020,vendido,10000,1.6,YDV279,158,1070.0,automatica,
Nissan,X-Trail,2018,taller,55000,1.3,,400,2060.0,manual,72000000
Nissan,Sentra,2015,disponible,,1.0,LLM016,185,1800.0,automatica,64000000
Kia,Rio,2018,vendido,,1.3,,122,950.0,automatica,43000000
Ford,Explorer,2019,disponible,72,1.3,EKX982,150,1350.0,manual,40000000
Volkswagen,Golf,2020,vendido,55000,1.6,CGP856,107,1195.0,manual,77000000
,Pilot,2015,taller,35000,1.5,XJC104,110,1100.0,manual,35000000
Chevrolet,Tracker,2018,disponible,35000,2.0,EKP262,355,1795.0,manual,38000000
Kia,Picanto,2017,vendido,55000,1.6,YFQ578,231,1300.0,automatica,51000000
Toyota,Corolla,2017,taller,10000,1.8,KFA500,130,2100.0,automatica,68000000
Ford,Explorer,2019,taller,80000,1.5,WNH490,130,1700.0,manual,54000000
Toyota,Hilux,2019,taller,70000,1.3,YOC050,153,950.0,automatica,74000000
Volkswagen,Touareg,2018,vendido,42000,1.8,UNB229,191,1280.0,automatica,89000000
Chevrolet,Cruze,2019,taller,85000,1.6,OSL293,177,1100.0,manual,66000000
Nissan,Frontier,2018,disponible,5000,1.8,YLV277,,1500.0,manual,47000000
Nissan,Versa,2020,vendido,45000,1.8,KYD577,120,2200.0,automatica,61000000
Hyundai,Tucson,2018,taller,72000,1.0,TPR326,309,1900.0,manual,
Chevrolet,Equinox,2022,taller,50000,,SLY963,213,1280.0,automatica,30000000
Hyundai,Palisade,2017,taller,35000,1.6,QXI224,141,1195.0,automatica,46000000
,Sentra,2020,disponible,58000,1.0,CAG037,290,1280.0,automatica,43000000
Hyundai,Elantra,2021,taller,32000,2.0,XUY623,75,1350.0,automatica,29000000
Hyundai,Santa Fe,2021,vendido,22000,1.8,NTG959,355,2060.0,manual,86000000
Honda,Accord,2020,disponible,72000,1.0,FJD728,212,2000.0,manual,57000000
Ford,F-150,2015,,45000,1.0,ABZ349,155,1900.0,automatica,49000000
Toyota,Hilux,2021,disponible,10000,1.5,MDO218,125,1195.0,automatica,85000000
Volkswagen,Touareg,2020,vendido,38000,2.0,ZWN069,180,2200.0,manual,54000000
Ford,F-150,2016,vendido,50000,1.0,YJS658,,1900.0,manual,75000000
Chevrolet,Spark,20,disponible,40000,1.0,TTZ284,280,1700.0,automatica,72000000
Toyota,Camry,2018,taller,85000,2.0,HVE804,163,1795.0,manual,79000000
Volkswagen,Touareg,2015,disponible,55000,2.0,MFK719,,1570.0,manual,63000000
Toyota,Corolla,2019,disponible,90000,2.0,MVR026,152,1280.0,automatica,78000000
Hyundai,Elantra,2021,taller,8000,2.0,FTA896,145,1300.0,automatica,
,Versa,2017,disponible,25000,1.3,YQY255,185,1300.0,manual,39000000
Volkswagen,Touareg,2019,disponible,25000,1.3,EZO414,110,1300.0,automatica,31000000
Ford,Escape,2018,disponible,5000,1.3,KKV687,231,1200.0,automatica,90000000
Chevrolet,Tracker,2017,disponible,12000,1.5,UIF191,191,1570.0,,83000000
Chevrolet,Tracker,2022,disponible,90000,1.6,KGM794,84,2200.0,manual,32000000
Hyundai,Tucson,2017,vendido,10000,1.8,QDV314,130,1900.0,automatica,30000000
Honda,Odyssey,15,taller,38000,1.6,XKQ745,163,1070.0,automatica,35000000
Kia,Sportage,2022,vendido,80000,1.5,YAC480,170,1100.0,automatica,42000000
Volkswagen,Polo,2022,vendido,58000,1.8,BKX325,203,1350.0,automatica,58000000
Toyota,Camry,2020,vendido,78000,1.6,YUN868,158,1795.0,automatica,55000000
Nissan,Sentra,2015,vendido,30000,1.6,ASF096,231,1100.0,automatica,52000000
Kia,Sportage,2018,vendido,8000,1.8,SMU652,150,1300.0,manual,88000000
,Spark,2017,vendido,20000,1.5,WKV528,140,1070.0,manual,77000000
Ford,EcoSport,2021,disponible,80000,1.8,HIY478,125,2000.0,automatica,79000000
,Camry,2017,disponible,15000,1.6,DUM962,140,1600.0,automatica,31000000
Ford,Mustang,2019,disponible,70000,1.0,IGQ554,192,1450.0,manual,59000000
